
ALFA ROMEO	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
SUZUKI	Swift	10-17	4/100	40	54,1	B 12x1,50
SUZUKI	Swift AWD	10-17	4/100	40	54,1	N 12x1,25
SUZUKI	Swift Sport	10-17	5/114,3	40	60,1	B 12x1,50
SUZUKI	SX4 / SX4 S-Cross (Gen 1-2)	06-17	5/114,3	50	60,1	B 12x1,50
SUZUKI	Vitara / Escudo	88-06	5/139,7	25	108,0	N 12x1,25
SUZUKI	Vitara / Escudo	06-14	5/114,3	45	60,1	B 12x1,50
SUZUKI	Vitara / Escudo	15-17	5/114,3	50	60,1	B 12x1,50
SUZUKI	Wagon R	93-17	4/100	45	54,1	B 12x1,50
TESLA	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
TESLA	Roadster	08-12	5/110	25	65,1	N 12x1,50
TESLA	Model S	12-16	5/120	40	64,1	N 14x1,50
TESLA	Model X	16-16	5/120	40	64,1	N 14x1,50
TOYOTA	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
TOYOTA	4Runner (N120, N130)	89-95	6/139,7	30	106,1	N 12x1,50
TOYOTA	4Runner (N180)	96-02	6/139,7	12	106,1	N 12x1,50
TOYOTA	Auris (E150, E180)	07-16	5/114,3	46	60,1	N 12x1,50
TOYOTA	Avensis (T220, T250)	98-08	5/100	40	54,1	N 12x1,50
TOYOTA	Avensis (T270)	09-16	5/114,3	46	60,1	N 12x1,50
TOYOTA	Avensis 2.2 diesel and 2.4 gasoline (T250)	05-08	5/114,3	46	60,1	N 12x1,50
TOYOTA	Avensis Verso compact minivan (T250)	01-05	5/114,3	46	60,1	N 12x1,50
TOYOTA	Aygo (AB10)	06-14	4/100	40	54,1	B 12x1,50
TOYOTA	Aygo (AB40)	15-16	4/100	35	54,1	B 12x1,50
TOYOTA	Camry	87-91	5/100	40	54,1	N 12x1,50
TOYOTA	Camry	92-16	5/114,3	46	60,1	N 12x1,50
TOYOTA	Carina 4-bolt (T170)	88-92	4/100	40	54,1	N 12x1,50
TOYOTA	Carina 5-bolt (T170)	88-92	5/100	40	54,1	N 12x1,50
TOYOTA	Carina (T190)	92-97	5/100	40	54,1	N 12x1,50
TOYOTA	Celica 4-bolt (T160)	86-89	4/100	40	54,1	N 12x1,50
TOYOTA	Celica 4-bolt (T180)	90-93	4/100	40	54,1	N 12x1,50
TOYOTA	Celica 5-bolt (T160)	86-89	5/100	40	54,1	N 12x1,50
TOYOTA	Celica 5-bolt (T180)	90-93	5/100	40	54,1	N 12x1,50
TOYOTA	Celica (T200, T230)	94-07	5/100	40	54,1	N 12x1,50
TOYOTA	C-HR	16-18	5/114,3	45	60,1	N 12x1,50
TOYOTA	Corolla	83-07	4/100	40	54,1	N 12x1,50
TOYOTA	Corolla Sédan (E140, E150 Europe)	07-13	5/114,3	46	60,1	N 12x1,50
TOYOTA	Corolla Verso compact minivan (E120, E130)	01-04	4/100	40	54,1	N 12x1,50
TOYOTA	Corolla Verso compact minivan (E120, E130)	04-11	5/114,3	46	60,1	N 12x1,50
TOYOTA	FJ Cruiser	06-14	6/139,7	18	106,1	N 12x1,50
TOYOTA	GT86	12-16	5/100	48	56,1	N 12x1,25
TOYOTA	HiAce	-95	5/114,3	30	67,1	N 12x1,50
TOYOTA	HiAce	95-11	6/139,7	30	106,1	N 12x1,50
TOYOTA	Highlander (XU20, XU40, XU50)	01-16	5/114,3	35	60,1	N 12x1,50
TOYOTA	HiLux 2WD (N80, N90, N100, N110)	89-97	5/114,3	35	67,1	N 12x1,50
TOYOTA	HiLux 2WD (N140, N150, N160, N170)	97-05	5/114,3	35	67,1	N 12x1,50
TOYOTA	HiLux 2WD (N140, N150, N160, N170)	06-16	5/114,3	50	67,1	N 12x1,50
TOYOTA	HiLux 4WD (N80, N90, N100, N110)	89-97	6/139,7	30	106,1	N 12x1,50
TOYOTA	HiLux 4WD (N140, N150, N160, N170)	97-05	6/139,7	12	106,1	N 12x1,50
TOYOTA	HiLux 4WD (N140, N150, N160, N170)	06-16	6/139,7	30	106,1	N 12x1,50
TOYOTA	iQ (AJ10)	09-16	5/100	46	54,1	N 12x1,50
TOYOTA	Land Cruiser (J60, J70, J90, J120, J150)	-	6/139,7	30	106,1	N 12x1,50
TOYOTA	Land Cruiser (J80)	-	6/139,7	12	106,1	N 12x1,50
TOYOTA	Land Cruiser (J100, J200)	-	5/150	30	110,0	N 14x1,50
TOYOTA	Mirai	15-18	5/114,3	39	60,1	N 12x1,50
TOYOTA	MR2 (W20)	90-99	5/114,3	46	60,1	N 12x1,50
TOYOTA	MR2 (W30)	00-07	4/100	46	54,1	N 12x1,50
TOYOTA	Picnic	95-01	5/114,3	46	60,1	N 12x1,50
TOYOTA	Previa (XR10, XR20, XR30, XR40, XR50)	90-16	5/114,3	46	60,1	N 12x1,50
TOYOTA	Prius (XW10)	01-03	4/100	46	54,1	N 12x1,50
TOYOTA	Prius (XW20, XW30, XW50)	04-18	5/100	46	54,1	N 12x1,50
TOYOTA	Prius+ (plus)	12-16	5/114,3	46	60,1	N 12x1,50
TOYOTA	ProAce	13-16	5/108	42	65,1	B 12x1,25
TOYOTA	RAV4 (XA10, XA20, XA30, XA40)	95-16	5/114,3	46	60,1	N 12x1,50
TOYOTA	Sequoia I	01-07	6/139,7	12	106,1	N 12x1,50
TOYOTA	Sequoia II	08-16	5/150	60	110,0	N 14x1,50
TOYOTA	Supra (MK3/MKIII)	86-92	5/114,3	37	60,1	N 12x1,50
TOYOTA	Supra (MK4/MKIV)	93-98	5/114,3	50	60,1	N 12x1,50
TOYOTA	Tundra I	00-06	6/139,7	12	106,1	N 12x1,50
TOYOTA	Tundra II	07-16	5/150	60	110,0	N 14x1,50
TOYOTA	Urban Cruiser (XP110)	08-14	5/100	46	54,1	N 12x1,50
TOYOTA	Verso (R20)	09-16	5/114,3	40	60,1	N 12x1,50
TOYOTA	Verso-S (NCP120)	11-16	5/100	46	54,1	N 12x1,50
TOYOTA	Yaris (XP10, XP90)	99-11	4/100	46	54,1	N 12x1,50
TOYOTA	Yaris (XP130)	12-16	4/100	40	54,1	N 12x1,50
TOYOTA	Yaris Verso compact minivan (XP10)	00-06	4/100	40	54,1	N 12x1,50
VOLKSWAGEN	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
VW	Amarok	11-16	5/120	51	65,1	B 14x1,50
VW	Arteon	17-18	5/112	40	57,1	B 14x1,50
VW	Beetle (5-bolt)	38-67	5/205	-	-	-
VW	Beetle (4-bolt)	67-03	4/130	-	-	-
VW	Beetle	12-16	5/112	48	57,1	B 14x1,50
VW	Bora	98-05	5/100	38	57,1	B 14x1,50
VW	Caddy	79-96	4/100	47	57,1	B 12x1,50
VW	Caddy	96-04	4/100	47	57,1	B 12x1,50
VW	Caddy	05-16	5/112	47	57,1	B 14x1,50
VW	Caddy Life	05-16	5/112	47	57,1	B 14x1,50
VW	Corrado	89-96	4/100	35	57,1	B 12x1,50
VW	Corrado VR6	92-96	5/100	43	57,1	B 14x1,50
VW	EOS	06-16	5/112	42	57,1	B 14x1,50
VW	Fox	05-11	5/100	43	57,1	B 14x1,50
VW	Golf 1	74-83	4/100	45	57,1	B 12x1,50
VW	Golf 2	83-92	4/100	45	57,1	B 12x1,50
VW	Golf 3 (4-bolt)	91-99	4/100	45	57,1	B 12x1,50
VW	Golf 3 (5-bolt)	91-99	5/100	38	57,1	B 14x1,50
VW	Golf 4	97-06	5/100	38	57,1	B 14x1,50
VW	Golf 5	03-09	5/112	47	57,1	B 14x1,50
VW	Golf 6	08-13	5/112	47	57,1	B 14x1,50
VW	Golf 7	13-16	5/112	42	57,1	B 14x1,50
VW	Jetta	80-84	4/100	38	57,1	B 12x1,50
VW	Jetta	84-92	4/100	38	57,1	B 12x1,50
VW	Jetta	05-10	5/112	47	57,1	B 14x1,50
VW	Jetta	11-16	5/112	47	57,1	B 14x1,50
VW	Lupo	99-05	4/100	43	57,1	B 12x1,50
VW	New Beetle	98-11	5/100	38	57,1	B 14x1,50
VW	Passat	-96	4/100	38	57,1	B 14x1,50
VW	Passat	-96	5/100	35	57,1	B 14x1,50
VW	Passat	83-96	4/100	38	57,1	B 14x1,50
VW	Passat	93-96	5/100	35	57,1	B 14x1,50
VW	Passat	96-00	5/112	45	57,1	B 14x1,50
VW	Passat	00-05	5/112	37	57,1	B 14x1,50
VW	Passat (3C)	05-10	5/112	42	57,1	B 14x1,50
VW	Passat (3C)	05-14	5/112	47	57,1	B 14x1,50
VW	Passat (3C)	14-	5/112	41	57,1	B 14x1,50
VW	Passat (3C) Alltrack	12-15	5/112	42	57,1	B 14x1,50
VW	Passat (3C) Alltrack	15-	5/112	41	57,1	B 14x1,50
VW	Passat (3C) sedan	10-14	5/112	42	57,1	B 14x1,50
VW	Passat (3C) Sedan	14-	5/112	41	57,1	B 14x1,50
VW	Passat (3C) Variant	05-10	5/112	42	57,1	B 14x1,50
VW	Passat (3C) Variant	10-14	5/112	42	57,1	B 14x1,50
VW	Passat (3C) Variant	14-	5/112	41	57,1	B 14x1,50
VW	Passat (3CC) CC	08-11	5/112	42	57,1	B 14x1,50
VW	Passat 3B	98-00	5/112	45	57,1	B 14x1,50
VW	Passat 3BG	01-05	5/112	37	57,1	B 14x1,50
VW	Passat Variant	96-00	5/112	45	57,1	B 14x1,50
VW	Passat W8	01-05	5/112	45	57,1	B 14x1,50
VW	Phaeton	03-16	5/112	42	57,1	B 14x1,50
VW	Polo	75-80	4/100	38	57,1	B 12x1,50
VW	Polo	81-94	4/100	38	57,1	B 12x1,50
VW	Polo	95-00	4/100	38	57,1	B 12x1,50
VW	Polo	01-08	5/100	43	57,1	B 14x1,50
VW	Polo	09-16	5/100	43	57,1	B 14x1,50
VW	Routan	09-14	5/127	40	71,6	N 12x1,50
VW	Scirocco	74-81	4/100	38	57,1	B 12x1,50
VW	Scirocco	81-92	4/100	38	57,1	B 12x1,50
VW	Scirocco	08-16	5/112	42	57,1	B 14x1,50
VW	Sharan	95-09	5/112	45	57,1	B 14x1,50
VW	Sharan	10-16	5/112	45	57,1	B 14x1,50
VW	T-Roc	17-20	5/112	44	57,1	B 14x1,50
VW	Tiguan (5 N)	07-16	5/112	33	57,1	B 14x1,50
VW	Tiguan (5 N)	16-	5/112	40	57,1	B 14x1,50
VW	Tiguan (5 N) Allspace	17-	5/112	40	57,1	B 14x1,50
VW	Transporter T1 / Folkabuss	50-67	5/112	40	57,1	B 14x1,50
VW	Transporter T2 / Folkabuss	68-79	5/112	40	57,1	B 14x1,50
VW	Transporter T3	79-90	5/112	40	66,5	B 14x1,50
VW	Transporter T4	90-03	5/112	50	57,1	B 14x1,50
VW	Transporter T5	03-16	5/120	50	65,1	B 14x1,50
VW	Transporter T6	15-16	5/120	51	65,1	B 14x1,50
VW	Touareg	03-10	5/120	54	65,1	B 14x1,50
VW	Touareg with V6-, V8- or V10-engine	03-10	5/130	60	71,6	B 14x1,50
VW	Touareg	11-18	5/130	55	71,6	B 14x1,50
VW	Touareg	19-20	5/112	32	66,5	B 14x1,50
VW	Touran	03-10	5/112	47	57,1	B 14x1,50
VW	Touran	10-15	5/112	47	57,1	B 14x1,50
VW	Touran	15-16	5/112	47	57,1	B 14x1,50
VW	Up!	12-16	4/100	38	57,1	B 12x1,50
VW	Vento	92-98	4/100	38	57,1	B 14x1,50
VW	Vento VR6	92-98	5/100	43	57,1	B 14x1,50
VOLVO	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
VOLVO	140	66-74	5/108	40	65,1	N 1/2"
VOLVO	240	74-93	5/108	25	65,1	N 1/2"
VOLVO	300	76-91	4/100	37	52,1	B 12x1,25
VOLVO	400	86-96	4/100	37	52,1	B 12x1,25
VOLVO	700	82-92	5/108	25	65,1	N 12x1,50
VOLVO	850 (4-bolt)	92-94	4/108	43	65,1	B 12x1,75
VOLVO	850 (5-bolt)	94-97	5/108	43	65,1	B 12x1,75
VOLVO	900	90-98	5/108	25	65,1	N 12x1,50
VOLVO	Amazon	56-70	5/114,3	25	67,1	N 1/2"
VOLVO	C30 (15-inch)	06-13	5/108	46	63,4	N 12x1,50
VOLVO	C30 (16-inch)	06-13	5/108	52,5	63,4	N 12x1,50
VOLVO	C70	97-05	5/108	43	65,1	B 12x1,75
VOLVO	C70	06-13	5/108	45	63,4	N 12x1,50
VOLVO	Duett	53-69	5/114,3	25	67,1	N 1/2"
VOLVO	L3314 Laplander	61-70	5/139,7	0	108,0	M 1/2"
VOLVO	P1800	61-69	5/114,3	40	67,1	N 1/2"
VOLVO	P1800	70-73	5/108	40	65,1	N 1/2"
VOLVO	PV	44-66	5/114,3	25	67,1	N 1/2"
VOLVO	S40	96-04	4/114,3	44	67,1	N 12x1,50
VOLVO	S40	04-12	5/108	46	63,4	N 12x1,50
VOLVO	S60	01-09	5/108	43	65,1	B 14x1,50
VOLVO	S60	11-16	5/108	50	63,4	B 14x1,50
VOLVO	S70	97-00	5/108	43	65,1	B 12x1,75
VOLVO	S80	99-06	5/108	49	65,1	B 14x1,50
VOLVO	S80	07-16	5/108	52,5	63,4	B 14x1,50
VOLVO	S90	96-98	5/108	43	65,1	N 12x1,50
VOLVO	S90	16-17	5/108	47,5	63,4	B 14x1,50
VOLVO	V40	96-04	4/114,3	44	67,1	N 12x1,50
VOLVO	V40	13-16	5/108	50	63,4	N 12x1,50
VOLVO	V50	04-12	5/108	46	63,4	N 12x1,50
VOLVO	V50 16 inch	04-12	5/108	52,5	63,4	N 12x1,50
VOLVO	V60	11-18	5/108	50	63,4	B 14x1,50
VOLVO	V60	19-20	5/108	45	63,4	B 14x1,50
VOLVO	V60 Cross Country	15-	5/108	50	63,4	B 14x1,50
VOLVO	V60 Polestar	14-	5/108	55	63,4	B 14x1,50
VOLVO	V70	97-00	5/108	43	65,1	B 12x1,75
VOLVO	V70	00-07	5/108	49	65,1	B 14x1,50
VOLVO	V70	08-16	5/108	50	63,4	B 14x1,50
VOLVO	V70 AWD, R, R AWD	97-00	5/108	43	65,1	B 12x1,75
VOLVO	V90	96-98	5/108	43	65,1	N 12x1,50
VOLVO	V90	16-17	5/108	47,5	63,4	B 14x1,50
VOLVO	XC60	09-17	5/108	50	63,4	B 14x1,50
VOLVO	XC60 (gen 2)	17-18	5/108	50,5	63,3	B 14x1,50
VOLVO	XC70	98-07	5/108	43	65,1	B 14x1,50
VOLVO	XC70	08-16	5/108	50	63,4	B 14x1,50
VOLVO	XC90	03-14	5/108	49	67,1	B 14x1,50
VOLVO	XC90 (18-19-inch)	15-16	5/108	42,5	63,4	B 14x1,50
VOLVO	XC90 (20+ -inch)	15-16	5/108	38,5	63,4	B 14x1,50
