
ALFA ROMEO	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
LAND ROVER	Discovery 1 (Gen 1, Series 1)	89-98	5/165,1	33	114,3	N 16x1,50
LAND ROVER	Discovery 2 (Gen 1, Series 2)	98-05	5/120	57	70,1	N 14x1,50
LAND ROVER	Discovery 3, 4 (Gen 2, Series 1-2)	05-16	5/120	55	72,6	N 14x1,50
LAND ROVER	Discovery Sport	15-16	5/108	45	63,4	N 14x1,50
LAND ROVER	Freelander (Gen 1)	98-06	5/114,3	42	64,1	N 12x1,50
LAND ROVER	Freelander (Gen 2)	07-15	5/108	50	63,4	N 14x1,50
LAND ROVER	Range Rover (Gen 2)	94-02	5/120	35	70,1	N 14x1,50
LAND ROVER	Range Rover, Range Rover Sport (Gen 3)	02-13	5/120	52	72,6	N 14x1,50
LAND ROVER	Range Rover, Range Rover Sport (Gen 4)	13-16	5/120	47	72,6	N 14x1,50
LAND ROVER	Range Rover Evoque	11-16	5/108	45	63,4	N 14x1,50
LEXUS	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
LEXUS	CT 200h (A10)	11-16	5/100	45	54,1	N 12x1,50
LEXUS	GS 300 (S140)	93-97	5/114,3	50	60,1	N 12x1,50
LEXUS	GS 300, 430 (S160)	98-04	5/114,3	50	60,1	N 12x1,50
LEXUS	GS 300, 430, 450h (S190)	05-11	5/114,3	45	60,1	N 12x1,50
LEXUS	GS 250, 250 F SPORT, 300h, 450h (L10)	12-16	5/114,3	44	60,1	N 12x1,50
LEXUS	GX 470 (J120)	03-09	6/139,7	25	106,1	N 12x1,50
LEXUS	GX 460 (J150)	09-16	6/139,7	25	106,1	N 12x1,50
LEXUS	IS 200, 300 (XE10)	99-06	5/114,3	50	60,1	N 12x1,50
LEXUS	IS 200d, 220d, 250, 350, F (XE20)	06-13	5/114,3	50	60,1	N 12x1,50
LEXUS	IS 200t, 250, 250 F SPORT, 300h (XE30)	13-16	5/114,3	50	60,1	N 12x1,50
LEXUS	LS 400 (XF10)	90-94	5/114,3	45	60,1	N 12x1,50
LEXUS	LS 400 (XF20)	95-00	5/114,3	50	60,1	N 12x1,50
LEXUS	LS 430 (XF30)	01-06	5/114,3	50	60,1	N 12x1,50
LEXUS	LS 460, 600h (XF40)	07-16	5/120	35	60,1	N 14x1,50
LEXUS	LX 470 (J80)	96-97	5/150	60	110,1	N 14x1,50
LEXUS	LX 470 (J100)	98-07	5/150	60	110,1	N 14x1,50
LEXUS	LX 570 (J200)	08-16	5/150	60	110,1	N 14x1,50
LEXUS	NX 200t, 300h (AZ10)	14-16	5/114,3	40	60,1	N 12x1,50
LEXUS	RC 200t, F (XC10)	15-16	5/114,3	40	60,1	N 12x1,50
LEXUS	RX 300 (XU10)	98-03	5/114,3	35	60,1	N 12x1,50
LEXUS	RX 300, 350, 400h (XU30)	03-09	5/114,3	35	60,1	N 12x1,50
LEXUS	RX 350, 450h (AL10)	09-15	5/114,3	35	60,1	N 12x1,50
LEXUS	RX 200t, 450h (AL20)	16-16	5/114,3	32	60,1	N 12x1,50
LEXUS	SC 300, 400 (Z30)	91-00	5/114,3	50	60,1	N 12x1,50
LEXUS	SC 430 (Z40)	01-10	5/114,3	45	60,1	N 12x1,50
LINCOLN	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
LINCOLN	Aviator	03-05	5/114,3	35	70,5	N 12x1,50
LINCOLN	Blackwood	02	5/135	10	87,1	N 14x1,50
LINCOLN	Continental	88-02	5/108	40	63,4	N 12x1,50
LINCOLN	LS	99-06	5/108	40	63,4	N 12x1,50
LINCOLN	Mark III	68-72	5/114,3	10	70,5	N 1/2"
LINCOLN	Mark IV / V	73-79	5/127	10	70,5	N 1/2"
LINCOLN	Mark LT (Gen 1-2)	05-14	6/135	45	87,1	N 14x2,00
LINCOLN	Mark VI	80-83	5/114,3	10	70,5	N 1/2"
LINCOLN	Mark VII / LSC	84-92	5/114,3	20	70,5	N 1/2"
LINCOLN	Mark VIII / LSC	93-98	5/108	40	63,4	N 12x1,50
LINCOLN	MKC	15-16	5/108	53	63,4	N 12x1,50
LINCOLN	MKS	09-16	5/114,3	45	63,4	N 12x1,50
LINCOLN	MKT	10-16	5/114,3	40	67,1	N 12x1,50
LINCOLN	MKX (Gen 1)	07-15	5/114,3	45	70,5	N 1/2"x20
LINCOLN	MKX (Gen 2)	16-16	5/108	50	63,4	N 1/2"x20
LINCOLN	MKZ / Zephyr (Gen 1)	06-12	5/114,3	45	67,1	N 12x1,50
LINCOLN	MKZ (Gen 2)	13-16	5/108	50	63,4	N 12x1,50
LINCOLN	Navigator (Gen 1)	98-02	5/135	15	70,1	N 12x1,75
LINCOLN	Navigator (Gen 2)	03-06	6/135	45	87,1	N 14x2,00
LINCOLN	Navigator (Gen 3)	07-16	6/135	45	87,1	N 14x2,00
LINCOLN	Town Car (Gen 1-3)	81-02	5/114,3	10	70,5	N 1/2"
LINCOLN	Town Car (Gen 3, refresh)	03-11	5/114,3	50	70,5	N 1/2" (20 UNF)
LOTUS	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
LOTUS	Elise (Series 1)	96-01	4/95,3	12	56,6	N 12x1,50
LOTUS	Elise (Series 2-3)	01-17	4/100	30 front, 35 rear	56,6	N 12x1,50
LOTUS	Esprit (Gen 5)	93-04	5/108	23 front, 30 rear	56,1	N 12x1,50
LOTUS	Exige (Series 1)	00-02	4/95,3	12	56,6	N 12x1,50
LOTUS	Exige (Series 2-3)	01-17	4/100	31 front, 38 rear	56,6	N 12x1,50
LOTUS	Evora	10-17	5/114,3	52 front, 69 rear	68,1	N 12x1,50
MASERATI	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
MASERATI	3200 GT	98-02	5/108	53	67,1	B 14x1,5
MASERATI	Coupé / Spyder / 4200 GT / GranSport	02-07	5/108	53	67,1	B 14x1,5
MASERATI	Ghibli	92-98	5/108	53	67,1	B 14x1,5
MASERATI	Ghibli	13-16	5/114,3	44	67,1	B 14x1,5
MASERATI	GranCabrio	10-16	5/114,3	53	67,1	B 14x1,5
MASERATI	GranTurismo	07-16	5/114,3	53	67,1	B 14x1,5
MASERATI	Quattroporte IV	94-02	5/108	44	67,1	B 14x1,5
MASERATI	Quattroporte V	03-12	5/114,3	53	67,1	B 14x1,5
MASERATI	Quattroporte VI	13-16	5/114,3	44	67,1	B 14x1,5
MAZDA	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
MAZDA	121	88-91	4/114,3	45	59,6	N 12x1,50
MAZDA	121	91-96	4/100	45	54,1	N 12x1,50
MAZDA	121	96-02	4/108	41	63,4	N 12x1,50
MAZDA	2	03-07	4/108	47,5	63,4	N 12x1,50
MAZDA	2	07-14	4/100	45	54,1	N 12x1,50
MAZDA	2	14-16	4/100	40	54,1	N 12x1,50
MAZDA	3	03-16	5/114,3	52,5	67,1	N 12x1,50
MAZDA	323	81-89	4/114,3	45	59,6	N 12x1,50
MAZDA	323 / 323F / AWD	89-94	4/100	45	54,1	N 12x1,50
MAZDA	323 GT-R	92-93	5/114,3	45	67,1	N 12x1,50
MAZDA	323 4-bolt	94-03	4/100	45	54,1	N 12x1,50
MAZDA	323 5-bolt	94-03	5/114,3	45	67,1	N 12x1,50
MAZDA	5	99-16	5/114,3	52,5	67,1	N 12x1,50
MAZDA	6	02-16	5/114,3	50	67,1	N 12x1,50
MAZDA	626 4-bolt	83-92	4/114,3	45	59,6	N 12x1,50
MAZDA	626 5-bolt	87-92	5/114,3	42	59,6	N 12x1,50
MAZDA	626	92-97	5/114,3	45	67,1	N 12x1,50
MAZDA	626	97-02	5/114,3	50	67,1	N 12x1,50
MAZDA	929	82-87	4/114,3	45	59,6	N 12x1,50
MAZDA	929	87-92	5/114,3	45	67,1	N 12x1,50
MAZDA	B-series / Pickup / 2WD & 4x4	85-98	6/139,7	25	93,1	N 12x1,50
MAZDA	B-series / Pickup / 2WD	98-06	6/139,7	25	93,1	N 12x1,50
MAZDA	B-series / Pickup / 4x4	98-06	6/139,7	30	93,1	N 12x1,50
MAZDA	BT-50 / Pickup / 2WD & 4x4	06-16	6/139,7	25	93,1	N 12x1,50
MAZDA	CX-3	15-17	5/114,3	50	67,1	N 12x1,50
MAZDA	CX-5	12-16	5/114,3	50	67,1	N 12x1,50
MAZDA	CX-7	07-12	5/114,3	50	67,1	N 12x1,50
MAZDA	CX-9	07-16	5/114,3	50	67,1	N 12x1,50
MAZDA	Demio	98-03	4/100	45	54,1	N 12x1,50
MAZDA	E-series / E2000/E2200	83-16	6/139,7	45	93,1	N 12x1,50
MAZDA	MPV	99-06	5/114,3	50	67,1	N 12x1,50
MAZDA	MX-3	91-99	4/100	40	54,1	N 12x1,50
MAZDA	MX-5 / MX-5 Miata	90-05	4/100	45	54,1	N 12x1,50
MAZDA	MX-5 / MX-5 Miata	05-15	5/114,3	50	67,1	N 12x1,50
MAZDA	MX-5 / MX-5 Miata	15-17	4/100	45	54,1	N 12x1,50
MAZDA	MX-6	92-97	5/114,3	45	67,1	N 12x1,50
MAZDA	Premacy	92-97	5/114,3	50	67,1	N 12x1,50
MAZDA	RX-7	79-86	4/114,3	45	59,6	N 12x1,50
MAZDA	RX-7	85-91	5/114,3	40	59,6	N 12x1,50
MAZDA	RX-7	91-02	5/114,3	50	67,1	N 12x1,50
MAZDA	RX-8	03-12	5/114,3	50	67,1	N 12x1,50
MAZDA	Tribute	01-12	5/114,3	45	67,1	N 12x1,50
MAZDA	Xedos 6 / Xedos 9	92-03	5/114,3	45	67,1	N 12x1,50
MCLAREN	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
MCLAREN	650S (Coupé, Spider)	14-16	5/112	47	57,1	B 14x1,50
MCLAREN	MP4-12C, 12C	12-14	5/112	47	57,1	B 14x1,50
MERCEDES	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
MERCEDES	190 (W201)	83-93	5/112	49	66,6	B 12x1,50
MERCEDES	A-class (W168)	97-04	5/112	54	66,6	B 12x1,50
MERCEDES	A-class (W169)	04-12	5/112	44	66,6	B 14x1,50
MERCEDES	A-class / A-class AMG (W176)	12-18	5/112	49	66,6	B 14x1,50
MERCEDES	A-class (W177)	19-20	5/112	45	66,5	B 14x1,50
MERCEDES	AMG GT (C190)	14-17	5/112	60 front, 68 rear	66,6	B 14x1,50
MERCEDES	B-class (W245/T245)	05-11	5/112	45	66,6	B 14x1,50
MERCEDES	B-class (W246)	11-17	5/112	49	66,6	B 14x1,50
MERCEDES	C-class (W202, W203)	93-07	5/112	37	66,6	B 12x1,50
MERCEDES	C-class / C-class AMG (W204)	07-14	5/112	46	66,5	B 14x1,50
MERCEDES	C-class Coupé / AMG (W204/C204)	11-15	5/112	46	66,5	B 14x1,50
MERCEDES	C-class (W205)	13-17	5/112	48	66,5	B 14x1,50
MERCEDES	C-class AMG (W205)	13-17	5/112	38	66,5	B 14x1,50
MERCEDES	C-class C450 AMG (W205)	15-17	5/112	49	66,5	B 14x1,50
MERCEDES	C-class Coupé (W205/C205)	15-17	5/112	48	66,5	B 14x1,50
MERCEDES	CL-class / CL-class AMG (W215/C215/Coupé)	99-06	5/112	46	66,6	B 14x1,50
MERCEDES	CL-class / CL-class AMG (W216/C216/Coupé)	06-14	5/112	43	66,6	B 14x1,50
MERCEDES	CLA-class / CLA-class AMG (W176/C117)	13-17	5/112	49	66,5	B 14x1,50
MERCEDES	CLA-class Shooting Brake / AMG (W176/X117)	13-17	5/112	49	66,5	B 14x1,50
MERCEDES	CLC-class / SportCoupé (CL203)	08-11	5/112	38	66,6	B 12x1,50
MERCEDES	CLK-class (W208/W209)	97-09	5/112	37	66,6	B 12x1,50
MERCEDES	CLS-class / CLS-class AMG (W219)	04-10	5/112	28	66,6	B 14x1,50
MERCEDES	CLS-class (W218)	10-17	5/112	35	66,6	B 14x1,50
MERCEDES	CLS-class AMG (W218)	10-17	5/112	37	66,6	B 14x1,50
MERCEDES	CLS-class Shooting Brake (X218)	12-17	5/112	35	66,6	B 14x1,50
MERCEDES	CLS-class Shooting Brake AMG (X218)	12-17	5/112	37	66,6	B 14x1,50
MERCEDES	Citan / Renault Kangoo (W415)	12-17	5/108	44	60,1	B 12x1,50
MERCEDES	E-class (W124)	84-95	5/112	49	66,6	B 12x1,50
MERCEDES	E-class V8 420E, 500E (W124)	84-95	5/112	38	66,6	B 12x1,50
MERCEDES	E-class (W210)	95-03	5/112	38	66,6	B 12x1,50
MERCEDES	E-class (W211)	02-09	5/112	37	66,6	B 14x1,50
MERCEDES	E-class (W212/S212)	09-16	5/112	49	66,5	B 14x1,50
MERCEDES	E-class AMG (W212)	09-16	5/112	37	66,5	B 14x1,50
MERCEDES	E-class Cab / Coupé (R207/C207)	09-16	5/112	46	66,5	B 14x1,50
MERCEDES	E-class (W213/S213)	16-17	5/112	39	66,5	B 14x1,50
MERCEDES	E-class AMG (W213)	16-17	5/112	21	66,5	B 14x1,50
MERCEDES	G-class (460, 461, 463)	79-17	5/130	63	84,1	B 14x1,50
MERCEDES	GL-class (X164)	06-12	5/112	55	66,6	B 14x1,50
MERCEDES	GL-class (X166)	12-15	5/112	55	66,5	B 14x1,50
MERCEDES	GL-class AMG (X166)	12-15	5/112	46	66,5	B 14x1,50
MERCEDES	GLA-class (X156)	13-17	5/112	46	66,5	B 14x1,50
MERCEDES	GLA-class AMG (X156)	13-17	5/112	42	66,5	B 14x1,50
MERCEDES	GLC-class (X205)	15-17	5/112	41	66,5	B 14x1,50
MERCEDES	GLC-class AMG (X205)	15-17	5/112	23	66,5	B 14x1,50
MERCEDES	GLE-class Coupé (C292)	15-17	5/112	38	66,5	B 14x1,50
MERCEDES	GLE-class Coupé AMG (C292)	15-17	5/112	42	66,5	B 14x1,50
MERCEDES	GLE-class (W166)	15-17	5/112	55	66,5	B 14x1,50
MERCEDES	GLE-class AMG (W166)	15-17	5/112	46	66,5	B 14x1,50
MERCEDES	GLK-class (X204)	08-16	5/112	48	66,5	B 14x1,50
MERCEDES	GLS-class (X166)	15-17	5/112	55	66,5	B 14x1,50
MERCEDES	GLS-class AMG (X166)	15-17	5/112	46	66,5	B 14x1,50
MERCEDES	Maybach / S-class (W222)	15-17	5/112	44	66,5	B 14x1,50
MERCEDES	M-class / ML-class (W163)	97-05	5/112	60	66,6	B 14x1,50
MERCEDES	M-class / ML-class (W164)	05-11	5/112	55	66,6	B 14x1,50
MERCEDES	M-class / ML-class AMG (W164)	05-11	5/112	46	66,6	B 14x1,50
MERCEDES	M-class / ML-class (W166)	11-15	5/112	55	66,6	B 14x1,50
MERCEDES	M-class / ML-class AMG (W166)	11-15	5/112	46	66,6	B 14x1,50
MERCEDES	R-class (W251)	06-12	5/112	55	66,6	B 14x1,50
MERCEDES	S-class (W126)	79-91	5/112	32	66,6	B 14x1,50
MERCEDES	S-class (W140)	91-99	5/112	46	66,6	B 14x1,50
MERCEDES	S-class / S-class AMG (W220)	98-06	5/112	46	66,6	B 14x1,50
MERCEDES	S-class / S-class AMG (W221)	05-14	5/112	43	66,6	B 14x1,50
MERCEDES	S-class (W222/C217/A217)	13-17	5/112	42	66,5	B 14x1,50
MERCEDES	S-class AMG (W222/C217/A217)	13-17	5/112	39	66,5	B 14x1,50
MERCEDES	SL (R129)	89-02	5/112	32	66,6	B 12x1,50
MERCEDES	SL (R230)	02-12	5/112	35	66,6	B 14x1,50
MERCEDES	SL (R231)	12-17	5/112	36	66,6	B 14x1,50
MERCEDES	SL AMG (R231)	12-17	5/112	28	66,6	B 14x1,50
MERCEDES	SLC / SLC AMG / SLK (R172)	16-17	5/112	41	66,5	B 14x1,50
MERCEDES	SLK / SLK AMG (R170, R171)	96-11	5/112	37	66,6	B 12x1,50
MERCEDES	SLK / SLK AMG (R172)	11-17	5/112	41	66,5	B 14x1,50
MERCEDES	SLS / SLS AMG (C197 / R197)	10-15	5/112	59	66,6	B 14x1,50
MERCEDES	Sprinter 5-bolt	95-17	5/130	75	84,1	B 14x1,50
MERCEDES	Sprinter 6-bolt	95-17	6/130	62	84,1	B 14x1,50
MERCEDES	Vaneo	02-06	5/112	42	66,5	B 12x1,50
MERCEDES	Vito / Viano / V-Class	96-03	5/112	60	66,5	B 14x1,50
MERCEDES	Vito / Viano / V-Class	03-14	5/112	55	66,5	B 14x1,50
MERCEDES	Vito / Viano / V-Class	14-17	5/112	52	66,5	B 14x1,50
MERCEDES	X-Klass Pickup	17-19	6/114,3	50	66,1	M 12x1,25
MG	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
MG	MG F	95-02	4/95,2	28	56,6	N 12x1,50
MG	Midget	61-80	4/101,6	20	65,1	N 12x1,50
MG	MG TF	02-11	4/95,2	28	56,6	N 12x1,50
MG	ZR	01-06	4/100	45	56,1	N 12x1,50
MG	ZS	01-06	4/100	45	56,1	N 12x1,50
MG	ZT	01-06	5/100	50	56,1	B 14x1,50
MINI	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
MINI	Mini Classic	59-00	4/101,6	-	-	-
MINI	Mini One / Cooper / S / JCW (gen 1)	01-06	4/100	46	56,1	B 12x1,50
MINI	Mini One / Cooper / S / JCW (gen 2)	06-14	4/100	48	56,1	B 14x1,25
MINI	Mini One / Cooper / S (gen 3)	14-18	5/112	46	66,5	B 14x1,25
MINI	Mini Cooper JCW (gen 3)	14-18	5/112	53	66,5	B 14x1,25
MINI	Mini Coupé / Roadster	11-15	4/100	46	56,1	B 14x1,25
MINI	Mini Clubman / Clubman S (gen 1)	07-14	4/100	48	56,1	B 14x1,25
MINI	Mini Clubman (gen 2)	15-18	5/112	46	66,5	B 14x1,25
MINI	Mini Clubman S (gen 2)	15-18	5/112	53	66,5	B 14x1,25
MINI	Mini Countryman (gen 1)	10-16	5/120	46	72,6	B 14x1,25
MINI	Mini Countryman (gen 2)	17-18	5/112	48	66,5	B 14x1,25
MINI	Mini Paceman	12-17	5/120	49	72,6	B 14x1,25
MITSUBISHI	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
MITSUBISHI	3000GT / GTO	92-01	5/114,3	46	67,1	N 12x1,50
MITSUBISHI	ASX	10-17	5/114,3	46	67,1	N 12x1,50
MITSUBISHI	Carisma 1.6 gasoline	95-99	4/100	44	56,1	N 12x1,50
MITSUBISHI	Carisma 1.6 gasoline, 1.8 & 1.9 diesel (facelift)	99-04	4/114,3	44	67,1	N 12x1,50
MITSUBISHI	Carisma 1.8 gasoline	95-04	4/114,3	44	67,1	N 12x1,50
MITSUBISHI	Colt	87-91	4/114,3	45	67,1	N 12x1,50
MITSUBISHI	Colt	92-04	4/100	44	56,1	N 12x1,50
MITSUBISHI	Colt	04-12	4/114,3	46	67,1	N 12x1,50
MITSUBISHI	Eclipse	95-05	5/114,3	46	67,1	M 12x1,50
MITSUBISHI	Eclipse (GK0) Cross	17-	5/114,3	38	67,1	M 12x1,50
MITSUBISHI	EVO / Lancer EVO 4-bolt	92-96	4/114,3	42	67,1	N 12x1,50
MITSUBISHI	EVO / Lancer EVO 5-bolt	96-17	5/114,3	39	67,1	N 12x1,50
MITSUBISHI	Galant	92-98	4/114,3	46	67,1	N 12x1,50
MITSUBISHI	Galant 4-bolt	98-04	4/114,3	46	67,1	N 12x1,50
MITSUBISHI	Galant 5-bolt	98-04	5/114,3	46	67,1	N 12x1,50
MITSUBISHI	Galloper	91-03	6/139,7	22	111,0	N 12x1,50
MITSUBISHI	Grandis	03-11	5/114,3	46	67,1	N 12x1,50
MITSUBISHI	i	05-13	4/100	35	56,1	N 12x1,50
MITSUBISHI	i-MiEV	09-17	4/100	35	56,1	N 12x1,50
MITSUBISHI	L200 4x4 / Pickup	96-00	6/139,7	27	108,0	N 12x1,50
MITSUBISHI	L200 4x4 / Pickup	01-05	6/139,7	10	108,0	N 12x1,50
MITSUBISHI	L200 4x4 / Pickup	05-17	6/139,7	38	67,1	N 12x1,50
MITSUBISHI	L300 / L400	94-17	5/114,3	40	67,1	N 12x1,50
MITSUBISHI	Lancer	88-93	4/114,3	45	67,1	N 12x1,50
MITSUBISHI	Lancer	93-03	4/100	45	56,1	N 12x1,50
MITSUBISHI	Lancer SW	93-96	4/114,3	45	67,1	N 12x1,50
MITSUBISHI	Lancer 4-bolt	03-08	4/114,3	46	67,1	N 12x1,50
MITSUBISHI	Lancer 5-bolt	03-08	5/114,3	46	67,1	N 12x1,50
MITSUBISHI	Lancer	08-17	5/114,3	46	67,1	N 12x1,50
MITSUBISHI	Outlander	03-07	5/114,3	46	67,1	N 12x1,50
MITSUBISHI	Outlander	07-17	5/114,3	38	67,1	N 12x1,50
MITSUBISHI	Pajero / Shogun	91-00	6/139,7	23	108,0	N 12x1,50
MITSUBISHI	Pajero / Shogun	00-17	6/139,7	45	67,1	N 12x1,50
MITSUBISHI	Pajero Pinin / iO / mini SUV	99-07	5/114,3	45	67,1	N 12x1,50
MITSUBISHI	Pajero Sport	97-07	6/139,7	23	108,0	N 12x1,50
MITSUBISHI	Sigma	91-96	5/114,3	46	67,1	N 12x1,50
MITSUBISHI	Space Star	98-05	4/114,3	45	67,1	N 12x1,50
MITSUBISHI	Space Star	12-17	4/100	45	56,1	N 12x1,50
MITSUBISHI	Space Wagon	83-98	4/114,3	46	67,1	N 12x1,50
MITSUBISHI	Space Wagon	98-04	5/114,3	46	67,1	N 12x1,50
NISSAN	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
NISSAN	100NX / NX	90-96	4/100	44	59,1	N 12x1,25
NISSAN	200SX (S13)	89-94	4/114,3	44	66,1	N 12x1,25
NISSAN	200SX (S14)	94-99	5/114,3	40	66,1	N 12x1,25
NISSAN	240SX (S13)	89-94	4/114,3	45	66,1	N 12x1,25
NISSAN	240SX (S14)	94-99	5/114,3	40	66,1	N 12x1,25
NISSAN	300ZX (Z31, Z32)	89-02	5/114,3	30	66,1	N 12x1,25
NISSAN	350Z (Z33)	02-09	5/114,3	32	66,1	N 12x1,25
NISSAN	370Z (Z34)	09-17	5/114,3	46	66,1	N 12x1,25
NISSAN	Almera (N15)	95-00	4/100	44	59,1	N 12x1,25
NISSAN	Almera (N16)	00-06	4/114,3	44	66,1	N 12x1,25
NISSAN	Almera Tino (v10)	98-06	5/114,3	40	66,1	N 12x1,25
NISSAN	Altima	01-06	5/114,3	40	66,1	N 12x1,25
NISSAN	Armada	03-15	6/139,7	24	78,1	N 12x1,25
NISSAN	Bluebird	83-98	4/114,3	44	66,1	N 12x1,25
NISSAN	Cube (Z12)	12-15	4/114,3	42	66,1	N 12x1,25
NISSAN	e-NV200	14-17	5/114,3	44	66,1	N 12x1,25
NISSAN	Evalia	11-17	4/114,3	44	66,1	N 12x1,25
NISSAN	GT-R (R35)	07-16	5/114,3	44	66,1	N 12x1,25
NISSAN	Interstar	98-11	5/130	66	89,1	B 14x1,50
NISSAN	Juke (F15)	10-17	5/114,3	40	66,1	N 12x1,25
NISSAN	King Cab / Navara 2WD (D21)	85-97	6/139,7	40	100,0	N 12x1,25
NISSAN	King Cab / Navara 4WD (D21)	85-97	6/139,7	30	100,0	N 12x1,25
NISSAN	King Cab / Navara (D22)	97-05	6/139,7	40	100,0	N 12x1,25
NISSAN	King Cab / Navara (D40)	04-15	6/114,3	30	66,1	N 12x1,25
NISSAN	King Cab / Navara (D23)	14-17	6/114,3	45	66,1	N 12x1,25
NISSAN	Leaf	10-17	5/114,3	40	66,1	N 12x1,25
NISSAN	Maxima	94-08	5/114,3	40	66,1	N 12x1,25
NISSAN	Micra	93-03	4/100	45	59,1	N 12x1,25
NISSAN	Micra / Micra Cab	03-10	4/100	46	60,1	B 12x1,50
NISSAN	Micra	10-17	4/100	46	60,1	N 12x1,50
NISSAN	Murano (Z50)	02-08	5/114,3	38	66,1	N 12x1,25
NISSAN	Murano (Z51)	08-15	5/114,3	44	66,1	N 12x1,25
NISSAN	Murano (Z52)	08-15	5/114,3	48	66,1	N 12x1,25
NISSAN	Navara (D22)	97-05	6/139,7	40	100,0	N 12x1,25
NISSAN	Navara (D40)	04-15	6/114,3	30	66,1	N 12x1,25
NISSAN	Navara / NP300 Navara (D23)	14-17	6/114,3	44	66,1	N 12x1,25
NISSAN	Note (E11)	05-13	4/100	45	60,1	B 12x1,50
NISSAN	Note (E12)	13-17	4/100	40	60,1	N 12x1,25
NISSAN	NP300 Navara / Navara (D23)	14-17	6/114,3	44	66,1	N 12x1,25
NISSAN	NV200 4-bolt	09-17	4/114,3	44	66,1	N 12x1,25
NISSAN	NV200 5-bolt	09-17	5/114,3	44	66,1	N 12x1,25
NISSAN	NV400	10-17	5/130	66	89,1	B 14x1,50
NISSAN	Pathfinder (R50)	95-05	6/139,7	40	110,0	N 12x1,25
NISSAN	Pathfinder (R51)	05-12	6/114,3	30	66,1	N 12x1,25
NISSAN	Pathfinder (R52)	12-17	5/114,3	50	66,1	N 12x1,25
NISSAN	Patrol (Y60)	87-97	6/139,7	30	110,0	N 12x1,25
NISSAN	Patrol (Y61)	97-13	6/139,7	10	110,0	N 12x1,25
NISSAN	Patrol (Y62)	10-17	6/139,7	10	110,0	N 12x1,25
NISSAN	Pixo	08-13	4/100	45	54,1	N 12x1,25
NISSAN	Primastar	01-14	5/118	50	71,1	B 14x1,50
NISSAN	Primastar	14-17	5/114,3	50	66,1	B 14x1,50
NISSAN	Primera 4-bolt	90-02	4/114,3	45	66,1	N 12x1,25
NISSAN	Primera 5-bolt	02-08	5/114,3	40	66,1	N 12x1,25
NISSAN	Pulsar / C13 Pulsar	13-17	5/114,3	44	66,1	N 12x1,25
NISSAN	Qashqai (J10)	06-13	5/114,3	40	66,1	M 12x1,25
NISSAN	Qashqai (J11)	13-18	5/114,3	40	66,1	B 12x1,50
NISSAN	Quest (Gen 1-2)	93-02	5/114,3	45	66,1	N 12x1,25
NISSAN	Quest (Gen 3)	03-09	5/114,3	40	66,1	N 12x1,25
NISSAN	Quest (Gen 4)	10-17	5/114,3	50	66,1	N 12x1,25
NISSAN	Serena	91-02	5/114,3	40	66,1	N 12x1,25
NISSAN	Skyline (R32)	88-94	5/114,3	40	66,1	N 12x1,25
NISSAN	Skyline GT-R (R32)	88-94	5/114,3	30	66,1	N 12x1,25
NISSAN	Skyline (R33)	93-98	5/114,3	40	66,1	N 12x1,25
NISSAN	Skyline GT-R (R33)	93-98	5/114,3	30	66,1	N 12x1,25
NISSAN	Skyline (R34)	98-02	5/114,3	40	66,1	N 12x1,25
NISSAN	Skyline GT-R (R34)	98-02	5/114,3	30	66,1	N 12x1,25
NISSAN	Skyline (V35, CV35)	01-07	5/114,3	40	66,1	N 12x1,25
NISSAN	Skyline (V36, CV36, J50)	07-15	5/114,3	44	66,1	N 12x1,25
NISSAN	Skyline (HV37, ZV37)	15-17	5/114,3	46	66,1	N 12x1,25
NISSAN	Sunny (N14)	90-95	4/100	44	59,1	N 12x1,25
NISSAN	Sunny (B14)	94-99	4/100	40	59,1	N 12x1,25
NISSAN	Sunny (B15)	98-06	4/114,3	35	66,1	N 12x1,25
NISSAN	Terrano 2 / Terrano II	93-06	6/139,7	30	100,0	N 12x1,25
NISSAN	Tiida (C11, C12)	04-17	4/114,3	40	66,1	N 12x1,25
NISSAN	Titan (A60, H61)	03-17	6/139,7	25	78,1	N 12x1,25
NISSAN	X-Trail (T30. T31, T32)	01-17	5/114,3	40	66,1	N 12x1,25
OLDSMOBILE	Car model	Year	Bolt pattern	Offset	Center bore	Stud size
OLDSMOBILE	88 / LSS / Regency (FWD, gen 9-10)	86-99	5/115	47	70,3	N 12x1,50
OLDSMOBILE	98 (FWD, gen 11-12)	85-96	5/115	47	70,3	N 12x1,50
OLDSMOBILE	Achieva	92-98	5/100	45	57,1	N 12x1,50
OLDSMOBILE	Alero	98-04	5/115	42	70,3	N 12x1,50
OLDSMOBILE	Aurora (Gen 1-2)	95-03	5/115	42	70,3	N 12x1,50
